segment_id,basin_id,slope_deg,aspect,curvature,twi,dist_to_fault_m,soil_saturation_pct,ari_7d,forecast_rain_3h,ndvi,label
SEG_0907,BARAK_VALLEY,12.41,235.38,0.01812,12.53,1772.4,89.57,234.09,96.88,0.577,0
SEG_0908,BARAK_VALLEY,33.91,93.33,0.04088,2.3,1231.1,73.99,191.73,49.93,0.113,0
SEG_0909,TEESTA_VALLEY,25.84,272.63,-0.0273,5.1,581.7,43.11,211.75,99.35,0.387,1
SEG_0910,TEESTA_VALLEY,18.44,191.61,0.01069,8.84,1439.8,28.8,120.63,40.93,0.506,0
SEG_0911,BARAK_VALLEY,20.98,60.34,-0.02371,2.5,2471.4,53.8,23.56,20.6,0.177,0
SEG_0912,SUBANSIRI_VALLEY,6.03,89.78,0.03907,12.06,273.9,83.08,123.26,101.61,0.551,0
SEG_0913,SUBANSIRI_VALLEY,26.74,72.28,-0.03924,8.16,449.1,53.29,156.3,99.29,0.609,0
SEG_0914,MANAS_RIVER_BASIN,28.47,332.86,-0.01024,10.75,2733.8,79.77,129.82,102.95,0.394,0
SEG_0915,BRAHMAPUTRA_BASIN,13.87,171.9,-0.00054,8.86,1894.9,32.93,91.56,52.1,0.198,0
SEG_0916,BRAHMAPUTRA_BASIN,28.72,141.0,0.04155,3.76,1476.2,40.67,124.54,54.92,0.489,0
SEG_0917,BARAK_VALLEY,16.37,171.22,-0.00756,14.05,1906.6,71.38,117.33,52.76,0.435,0
SEG_0918,TEESTA_VALLEY,23.8,230.42,-0.00052,13.89,3064.0,25.18,34.06,75.65,0.326,0
SEG_0919,SUBANSIRI_VALLEY,39.0,30.87,-0.00391,12.41,3450.6,69.38,61.21,85.99,0.548,0
SEG_0920,MANAS_RIVER_BASIN,53.1,260.24,0.01446,12.2,1683.8,54.97,212.8,81.71,0.773,0
SEG_0921,MANAS_RIVER_BASIN,53.82,252.08,0.00023,4.33,2474.7,35.95,70.74,28.59,0.756,0
SEG_0922,BRAHMAPUTRA_BASIN,40.34,284.55,-0.03063,5.66,1803.8,39.42,215.13,56.85,0.7,0
SEG_0923,MANAS_RIVER_BASIN,9.19,124.94,-0.00809,2.24,1290.1,34.36,126.51,40.37,0.645,0
SEG_0924,BRAHMAPUTRA_BASIN,44.37,354.3,-0.04801,11.79,900.1,13.6,100.72,112.23,0.109,0
SEG_0925,BARAK_VALLEY,15.65,97.58,-0.01958,9.2,2502.8,92.43,22.11,114.52,0.791,0
SEG_0926,SUBANSIRI_VALLEY,35.58,280.47,0.0219,8.95,163.4,62.0,12.14,72.45,0.7,0
SEG_0927,BRAHMAPUTRA_BASIN,54.85,164.11,0.02488,11.34,3470.2,73.48,41.01,114.66,0.601,0
SEG_0928,BARAK_VALLEY,20.83,243.79,-0.0016,15.7,3061.9,41.96,11.37,101.48,0.783,0
SEG_0929,BARAK_VALLEY,23.4,27.95,0.02135,2.05,182.0,10.39,161.33,50.09,0.323,0
SEG_0930,BRAHMAPUTRA_BASIN,32.73,28.92,0.02902,7.92,2805.8,32.59,105.62,94.39,0.83,0
SEG_0931,BRAHMAPUTRA_BASIN,25.7,83.78,-0.00087,14.21,2498.0,61.62,22.25,83.28,0.225,0
SEG_0932,SUBANSIRI_VALLEY,22.52,309.17,-0.03735,9.92,514.4,72.73,226.27,52.15,0.466,1
SEG_0933,BRAHMAPUTRA_BASIN,5.4,177.15,0.00314,4.82,1010.7,78.1,117.59,38.08,0.567,0
SEG_0934,SUBANSIRI_VALLEY,42.08,215.79,-0.04424,12.88,1353.1,39.4,112.02,41.54,0.354,0
SEG_0935,SUBANSIRI_VALLEY,11.23,349.42,0.00549,4.56,476.6,62.64,158.25,6.36,0.282,0
SEG_0936,TEESTA_VALLEY,22.32,6.93,0.03252,4.0,1097.2,60.65,61.5,59.66,0.707,0
SEG_0937,MANAS_RIVER_BASIN,32.27,18.43,0.02455,9.07,2274.0,54.73,122.95,20.61,0.309,0
SEG_0938,BRAHMAPUTRA_BASIN,24.77,294.41,0.00678,2.59,635.1,86.98,140.72,114.04,0.154,1
SEG_0939,SUBANSIRI_VALLEY,51.9,297.24,0.01978,3.15,1475.6,59.78,46.85,53.79,0.551,0
SEG_0940,MANAS_RIVER_BASIN,21.18,301.92,-0.03964,13.73,551.6,17.38,160.44,56.63,0.781,0
SEG_0941,BARAK_VALLEY,30.04,164.14,-0.01556,11.71,2663.3,85.92,243.21,32.0,0.637,0
SEG_0942,TEESTA_VALLEY,7.41,0.37,0.01002,5.98,3084.3,39.13,72.43,32.34,0.209,0
SEG_0943,TEESTA_VALLEY,13.41,152.87,-0.0039,2.29,78.5,56.3,174.01,113.06,0.234,1
SEG_0944,TEESTA_VALLEY,11.61,257.01,-0.00646,6.13,194.1,53.37,88.86,30.18,0.621,0
SEG_0945,MANAS_RIVER_BASIN,25.73,29.64,0.01065,3.45,2929.0,82.5,133.4,16.94,0.119,0
SEG_0946,BARAK_VALLEY,35.61,59.96,0.00286,10.26,1057.2,13.12,9.31,3.16,0.654,0
SEG_0947,SUBANSIRI_VALLEY,43.33,258.92,0.03817,10.95,253.8,32.53,201.98,20.06,0.624,0
SEG_0948,MANAS_RIVER_BASIN,36.01,195.91,0.02398,11.88,1879.0,70.42,218.39,51.87,0.41,1
SEG_0949,BRAHMAPUTRA_BASIN,48.24,160.37,0.02141,14.15,170.1,61.08,213.37,47.78,0.327,1
SEG_0950,TEESTA_VALLEY,9.52,202.56,-0.0021,3.46,2151.5,75.68,191.82,108.64,0.407,0
SEG_0951,MANAS_RIVER_BASIN,48.27,106.74,-0.03407,8.1,1418.6,61.24,145.85,90.0,0.482,0
SEG_0952,MANAS_RIVER_BASIN,54.86,188.93,0.00439,7.49,1098.9,32.39,85.86,55.18,0.244,0
SEG_0953,SUBANSIRI_VALLEY,50.3,324.35,0.04765,14.63,463.3,83.31,102.46,118.9,0.454,1
SEG_0954,BRAHMAPUTRA_BASIN,13.05,115.57,-0.0275,14.29,1696.9,60.12,148.42,76.75,0.472,0
SEG_0955,MANAS_RIVER_BASIN,40.01,197.19,0.01096,3.27,1669.2,27.24,52.1,79.36,0.783,0
SEG_0956,MANAS_RIVER_BASIN,53.14,8.7,-0.01937,11.33,3120.2,32.82,232.62,71.29,0.701,0
SEG_0957,TEESTA_VALLEY,51.45,314.75,-0.03655,4.42,1264.6,35.88,153.69,108.33,0.822,0
SEG_0958,SUBANSIRI_VALLEY,31.23,199.83,0.02425,5.08,1301.7,42.4,239.86,53.27,0.666,0
SEG_0959,TEESTA_VALLEY,43.23,60.45,-0.00805,8.79,911.9,57.04,72.7,82.5,0.453,0
SEG_0960,BARAK_VALLEY,51.83,297.7,0.03444,9.97,1350.6,93.18,108.03,64.66,0.435,0
SEG_0961,BRAHMAPUTRA_BASIN,46.63,257.33,0.02302,9.17,2498.2,47.62,162.87,31.08,0.152,0
SEG_0962,TEESTA_VALLEY,15.75,73.65,-0.03185,2.2,2705.9,87.88,153.54,22.58,0.314,0
SEG_0963,TEESTA_VALLEY,5.74,127.04,-0.03569,14.94,382.0,44.51,56.52,101.61,0.331,0
SEG_0964,MANAS_RIVER_BASIN,45.47,348.43,-0.00221,12.18,1310.1,26.41,110.77,19.89,0.837,0
SEG_0965,MANAS_RIVER_BASIN,46.64,117.48,0.02278,3.31,2314.6,38.19,187.44,16.35,0.773,0
SEG_0966,TEESTA_VALLEY,14.77,4.02,-0.02577,11.5,824.2,55.3,221.95,83.25,0.396,0
SEG_0967,SUBANSIRI_VALLEY,41.57,188.8,0.04809,9.74,107.1,63.75,36.33,95.82,0.742,0
SEG_0968,SUBANSIRI_VALLEY,16.24,70.26,-0.03346,12.88,816.9,56.87,112.89,69.55,0.758,0
SEG_0969,TEESTA_VALLEY,30.77,94.14,0.02226,6.5,2541.6,35.35,188.12,3.67,0.312,0
SEG_0970,MANAS_RIVER_BASIN,25.39,253.81,-0.02731,13.13,2215.1,62.29,88.39,57.89,0.548,0
SEG_0971,TEESTA_VALLEY,29.79,277.71,-0.04978,14.44,959.6,69.45,201.59,19.7,0.432,0
SEG_0972,MANAS_RIVER_BASIN,50.85,254.44,0.02224,3.19,785.6,10.78,179.03,41.33,0.69,0
SEG_0973,MANAS_RIVER_BASIN,23.84,254.62,0.01717,4.75,2356.7,32.47,4.64,83.91,0.584,0
SEG_0974,BARAK_VALLEY,52.12,355.07,-0.04114,6.08,1316.0,79.1,148.98,77.32,0.668,0
SEG_0975,BARAK_VALLEY,17.81,91.66,0.04489,10.9,562.5,74.28,180.51,79.98,0.201,0
SEG_0976,TEESTA_VALLEY,39.87,182.24,-0.04744,14.95,2984.4,56.66,57.24,14.59,0.373,0
SEG_0977,MANAS_RIVER_BASIN,32.45,286.8,-0.04562,9.94,1405.8,78.7,9.61,48.2,0.699,0
SEG_0978,SUBANSIRI_VALLEY,11.62,243.72,0.0175,15.71,2497.6,53.9,214.33,12.54,0.437,0
SEG_0979,MANAS_RIVER_BASIN,32.84,255.14,-0.03656,13.4,2129.3,94.51,84.88,12.98,0.48,0
SEG_0980,BRAHMAPUTRA_BASIN,41.35,359.76,0.04903,12.42,2593.8,32.04,208.38,48.61,0.821,0
SEG_0981,MANAS_RIVER_BASIN,23.73,29.08,-0.01127,10.4,1807.5,71.81,13.87,34.14,0.714,0
SEG_0982,TEESTA_VALLEY,20.14,178.06,-0.0368,15.38,2805.3,69.45,134.55,95.06,0.471,0
SEG_0983,SUBANSIRI_VALLEY,25.59,170.57,-0.00855,13.79,820.4,10.51,162.83,24.3,0.768,0
SEG_0984,BRAHMAPUTRA_BASIN,37.15,167.44,0.0471,11.5,55.1,52.81,103.61,12.81,0.792,0
SEG_0985,TEESTA_VALLEY,33.85,314.26,0.03636,7.2,746.9,78.99,108.27,23.05,0.778,0
SEG_0986,TEESTA_VALLEY,20.55,115.2,-0.01605,11.52,222.3,92.69,55.63,119.96,0.229,0
SEG_0987,SUBANSIRI_VALLEY,32.35,67.37,-0.04674,15.24,3241.6,24.48,101.94,99.72,0.596,0
SEG_0988,BRAHMAPUTRA_BASIN,22.7,320.92,-0.03341,4.09,2027.6,68.52,48.65,46.89,0.81,0
SEG_0989,BARAK_VALLEY,12.94,332.17,-0.04973,14.51,3095.7,38.21,176.07,30.34,0.669,0
SEG_0990,BRAHMAPUTRA_BASIN,19.99,76.98,-0.04622,2.6,3047.8,70.38,165.13,73.76,0.737,0
SEG_0991,SUBANSIRI_VALLEY,34.82,300.85,0.02551,12.54,1822.1,89.28,147.03,110.1,0.51,0
SEG_0992,BARAK_VALLEY,52.43,230.94,0.03769,11.46,1262.3,55.63,168.94,115.23,0.29,1
SEG_0993,BRAHMAPUTRA_BASIN,48.03,187.86,-0.03065,14.49,128.1,89.69,12.63,79.9,0.154,1
SEG_0994,TEESTA_VALLEY,46.56,5.57,-0.02271,2.03,1466.7,74.82,199.69,113.42,0.556,1
SEG_0995,SUBANSIRI_VALLEY,51.21,279.11,0.00744,11.74,3236.6,73.4,92.09,85.56,0.13,0
SEG_0996,TEESTA_VALLEY,6.15,48.02,0.01546,13.23,3458.9,40.83,149.84,112.46,0.225,0
SEG_0997,TEESTA_VALLEY,42.75,32.03,0.03612,13.38,136.2,18.11,12.28,40.17,0.482,0
SEG_0998,SUBANSIRI_VALLEY,53.3,346.88,-0.00563,13.13,66.2,58.76,185.82,26.03,0.146,1
SEG_0999,BARAK_VALLEY,21.48,137.38,0.0118,12.06,1384.3,90.54,140.0,54.05,0.585,0
SEG_1000,BARAK_VALLEY,31.83,344.87,0.00885,2.15,227.8,98.36,17.99,5.53,0.365,0
